ao_locus_tag,kegg_gene_id,uniprot_accession,ncbi_gene_id,gene_name,function,compartment_raw
AO090026000579,,Q2UEK7,,astF,Cytochrome P450 monooxygenase astF (EC 1.-.-.-) (Astellolide biosynthesis cluster protein F),SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
AO090026000472,aor:AO090026000472,Q2UEU9,5993946,PIM1,"Lon protease homolog, mitochondrial (EC 3.4.21.53)","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305, ECO:0000256|HAMAP-Rule:MF_03120}."
AO090026000321,aor:AO090026000321,Q2UF72,,csmA,Chitin synthase A (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase A) (Class-V chitin synthase A),SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
AO090026000280,aor:AO090026000280,Q2UFA9,5993786,rib2,Diaminohydroxyphosphoribosylamino-pyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase),"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q12362}."
AO090026000138,,Q2UFN3,,cbr1,NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase),SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P38626}; Single-pass membrane protein {ECO:0000255}.
AO090026000133,aor:AO090026000133,Q2UFN8,5993657,sconB,Probable E3 ubiquitin ligase complex SCF subunit sconB (Sulfur controller B) (Sulfur metabolite repression control protein B),
AO090023000787,aor:AO090023000787,Q2UGM5,5993294,AA17,"AA9 family lytic polysaccharide monooxygenase AA17 (LPMO9 AA17) (EC 1.14.99.-) (Cellulase AA17) (Endo-beta-1,4-glucanase AA17) (Endoglucanase AA17)",SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:A0A482A9N4}.
AO090023000713,,Q2UGU1,,nudF,Nuclear distribution protein nudF (Lissencephaly-1 homolog) (LIS-1),"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, spindle pole {ECO:0000255|HAMAP-Rule:MF_03141}. Note=Localizes to the plus ends of microtubules at the hyphal tip and the mitotic spindle poles. {ECO:0000255|HAMAP-Rule:MF_03141}."
AO090023000602,aor:AO090023000602,Q2UH35,,dpp4,Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (DppIV),SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9835566}.
AO090023000520,aor:AO090023000520,Q2UHA7,5993062,cprA,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03212}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212}. Cell membrane {ECO:0000255|HAMAP-Rule:MF_03212}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212}.
AO090023000483,aor:AO090023000483,Q2UHE1,5993028,,Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase (EC 2.1.3.2) (EC 3.5.1.2) (EC 6.3.4.16) (EC 6.3.5.5),
AO090023000471,aor:AO090023000471,Q2UHF2,5993017,,"DNA, SC023",SUBCELLULAR LOCATION: Chromosome {ECO:0000256|ARBA:ARBA00004286}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003001321,aor:AO090003001321,Q2UJ83,,,Histone deacetylase (EC 3.5.1.98),"SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|PIRNR:PIRNR037919}."
AO090003001247,aor:AO090003001247,Q2UJE8,5992302,bna5-2,Kynureninase 2 (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5-2) (L-kynurenine hydrolase 2),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03017}.
AO090003001186,aor:AO090003001186,Q2UJJ4,5992256,kpeA,Transcription factor kpeA (Kojic acid production enhancement protein A),SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
AO090003001180,,Q2UJK0,,COQ3,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)",SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|HAMAP-Rule:MF_03190}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_03190}; Matrix side {ECO:0000256|HAMAP-Rule:MF_03190}.
AO090003001025,aor:AO090003001025,Q2UJY3,5992117,,non-specific serine/threonine protein kinase (EC 2.7.11.1),
AO090003000958,aor:AO090003000958,Q2UK44,5992056,,DNA replication licensing factor MCM3 (EC 3.6.4.12),"SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU368061}."
AO090003000846,aor:AO090003000846,Q2UKE0,5991960,,DNA sliding clamp PCNA,"SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU000641}."
AO090003000828,aor:AO090003000828,Q2UKF6,5991944,NAT10,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604, ECO:0000256|HAMAP-Rule:MF_03211}."
AO090003000789,aor:AO090003000789,Q2UKI8,,,protein-tyrosine-phosphatase (EC 3.1.3.48),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090003000718,,Q2UKQ2,5991848,atg11,Autophagy-related protein 11,SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:26058532}; Peripheral membrane protein {ECO:0000269|PubMed:26058532}.
AO090003000505,aor:AO090003000505,Q2UL89,5991661,dus3,tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (mRNA-dihydrouridine synthase dus3) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q06053}. Nucleus {ECO:0000250|UniProtKB:Q06053}.
AO090003000489,,Q2ULA2,,laeA,Secondary metabolism regulator laeA (Methyltransferase laeA) (EC 2.1.1.-) (Velvet complex subunit laeA),SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:C8VQG9}.
AO090003000280,aor:AO090003000280,Q2ULT1,5991469,atg13,Autophagy-related protein 13,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q06628}. Preautophagosomal structure {ECO:0000250|UniProtKB:Q06628}.
AO090003000263,aor:AO090003000263,Q2ULU6,,pan2,PAN2-PAN3 deadenylation complex catalytic subunit pan2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03182}.
AO090003000205,aor:AO090003000205,Q2ULZ8,5991402,,sterol 14alpha-demethylase (EC 1.14.14.154),SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
AO090003000057,aor:AO090003000057,Q2UMC2,5991278,,"alpha-1,2-Mannosidase (EC 3.2.1.-)",SUBCELLULAR LOCATION: Cytoplasmic vesicle lumen {ECO:0000256|ARBA:ARBA00004321}.
AO090003000002,aor:AO090003000002,Q2UMH3,5992596,set1,"Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (SET domain-containing protein 1)",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome {ECO:0000305}.
AO090001000445,aor:AO090001000445,Q2UNA2,5990936,CYP505A3,Bifunctional cytochrome P450/NADPH--P450 reductase (AoCYP505A3) (Cytochrome P450 monooxygenase) (Fatty acid monooxygenase) (Flavocytochrome P450) [Includes: Cytochrome P450 505A3 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)],
AO090001000357,aor:AO090001000357,Q2UNI1,5990857,,dynamin GTPase (EC 3.6.5.5),SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004273}. Mitochondrion intermembrane space {ECO:0000256|ARBA:ARBA00004569}.
AO090001000237,aor:AO090001000237,Q2UNT7,5990751,veA,Developmental and secondary metabolism regulator veA (Velvet complex subunit A),SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:C8VTV4}. Cytoplasm {ECO:0000250|UniProtKB:C8VTV4}. Note=Enriched in the nucleus in the dark (By similarity). {ECO:0000250|UniProtKB:C8VTV4}.
AO090001000189,aor:AO090001000189,Q2UNX8,5990710,fleA,Fucose-specific lectin (Aspergillus oryzea lectin) (AOL),
AO090001000024,aor:AO090001000024,Q2UPC7,5990561,aclH,Flavin-dependent halogenase aclH (EC 1.14.14.-) (Aspirochlorine biosynthesis protein H),
AO090005001632,aor:AO090005001632,Q2UPI1,,kex1,Pheromone-processing carboxypeptidase kex1 (EC 3.4.16.6) (Carboxypeptidase D),"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."
AO090005001504,,Q2UPU5,,ssu72,RNA polymerase II subunit A C-terminal domain phosphatase ssu72 (CTD phosphatase ssu72) (EC 3.1.3.16) (Suppressor of SUA7 protein 2 homolog),SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
AO090005001248,aor:AO090005001248,Q2UQH2,5990140,,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-methylbutyryl-coenzyme A dehydrogenase)",SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.
AO090005001231,,Q2UQI6,,drs1,ATP-dependent RNA helicase drs1 (EC 3.6.4.13),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}."
AO090005000986,aor:AO090005000986,Q2UR38,5990515,xlnD,"Exo-1,4-beta-xylosidase xlnD (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase xlnD) (Beta-xylosidase A) (Beta-xylosidase xlnD) (Xylobiase xlnD)",SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090005000804,aor:AO090005000804,Q2URJ5,5989767,mph1,ATP-dependent DNA helicase mph1 (EC 5.6.2.4) (DNA 3'-5' helicase mph1) (FANCM-like protein 1),SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P40562}.
AO090005000750,aor:AO090005000750,Q2URN8,5989724,,DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1),
AO090005000590,aor:AO090005000590,Q2US32,5989580,,Protein phosphatase PP2A regulatory subunit B,
AO090005000576,aor:AO090005000576,Q2US45,5989567,myoA,Myosin-1 (Class I unconventional myosin) (Type I myosin),"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000250}. Note=Localizes to cortical patch-like structures. Enriched at sites of polarized growth, like the growing hyphal tips and sites of septum formation (By similarity). {ECO:0000250}."
AO090005000531,,Q2US83,,AA9A,"AA9 family lytic polysaccharide monooxygenase A (AgAA9A) (EC 1.14.99.56) (Cellulase AA9A) (Endo-beta-1,4-glucanase AA9A) (Endoglucanase AA9A) (Glycosyl hydrolase 61 family protein AA9A)",SUBCELLULAR LOCATION: Secreted {ECO:0000305|PubMed:33199373}.
AO090009000631,,Q2UTQ9,5988988,ino80,Chromatin-remodeling ATPase INO80 (EC 3.6.4.-),SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00746}.
AO090009000320,,Q2UUG8,,creB,Probable ubiquitin carboxyl-terminal hydrolase creB (EC 3.4.19.12) (Carbon catabolite repression protein B) (Deubiquitinating enzyme creB) (Ubiquitin thioesterase creB) (Ubiquitin-hydrolyzing enzyme creB) (Ubiquitin-specific-processing protease creB),
AO090009000303,aor:AO090009000303,Q2UUI3,5988714,ccr4,CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
AO090009000296,aor:AO090009000296,Q2UUJ0,5988707,,DNA repair protein RAD50,SUBCELLULAR LOCATION: Chromosome {ECO:0000256|ARBA:ARBA00004286}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090009000242,aor:AO090009000242,Q2UUN6,5988661,has1,ATP-dependent RNA helicase has1 (EC 3.6.4.13),"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}."
AO090009000183,,Q2UUT6,,atg9,Autophagy-related protein 9,SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000250|UniProtKB:Q12142}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q12142}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q12142}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q12142}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q12142}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q12142}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q12142}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q12142}.
AO090009000117,aor:AO090009000117,Q2UUZ1,,eglC,"Probable glucan endo-1,3-beta-glucosidase eglC (EC 3.2.1.39) (Endo-1,3-beta-glucanase eglC) (Laminarinase eglC)","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}. Secreted, cell wall {ECO:0000250}. Note=Covalently-linked GPI-modified cell wall protein. {ECO:0000250}."
AO090011000745,aor:AO090011000745,Q75P26,5998432,axeA,Acetylxylan esterase A (EC 3.1.1.72),SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090003000990,,Q7Z9L3,,exgA,"Glucan 1,3-beta-glucosidase A (EC 3.2.1.58) (Exo-1,3-beta-glucanase 1) (Exo-1,3-beta-glucanase A)",SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9758774}.
AO090120000068,aor:AO090120000068,Q877A8,,catB,Catalase B (EC 1.11.1.6),SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090020000521,aor:AO090020000521,Q877B5,,sodC,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P00445}.
AO090003000842,aor:AO090003000842,Q877B9,5991956,sar1,Small COPII coat GTPase sar1 (EC 3.6.5.-),"SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}."
AO090020000349,aor:AO090020000349,Q8NK83,5996766,met3,Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03106}.
AO090001000208,,Q96VB6,,xynF3,"Endo-1,4-beta-xylanase F3 (Xylanase F3) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase F3)","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11999400, ECO:0000269|PubMed:16672490}."
AO090023000692,aor:AO090023000692,Q9C1T1,5993212,phyA,Phytase A (EC 3.1.3.-) (EC 3.1.3.8) (Histidine acid phosphatase phyA) (HAP) (Myo-inositol hexakisphosphate phosphohydrolase A) (Myo-inositol-hexaphosphate 3-phosphohydrolase A),SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
AO090120000026,aor:AO090120000026,Q9HFA4,5996057,xlnA,"Endo-1,4-beta-xylanase A (Xylanase A) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase A) (Endo-1,4-beta-xylanase G2) (Xylanase G2)",SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16672490}.
AO090010000444,aor:AO090010000444,Q9HGZ0,5999568,pfkB,ATP-dependent 6-phosphofructokinase 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphohexokinase 2),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184}.
AO090003001390,,Q9HGZ1,,pfkA,ATP-dependent 6-phosphofructokinase 1 (ATP-PFK 1) (Phosphofructokinase 1) (EC 2.7.1.11) (Phosphohexokinase 1),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184}.
AO090011000659,aor:AO090011000659,Q9HGZ2,5998358,pgiA,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (D-hexose-6-phosphate anomerase) (Glucose-6-phosphate C2-epimerase) (EC 5.1.3.-) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P78917}."
AO090003001211,,A7BJS7,,prtT,Transcriptional activator of proteases prtT (Zn(2)-C6 zinc finger-containing protein prtT),SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
AO090003001212,,A7BJS7,,prtT,Transcriptional activator of proteases prtT (Zn(2)-C6 zinc finger-containing protein prtT),SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227}.
AO090003000856,,C0STD9,,abaA,Conidiophore development regulator abaA,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:I1S4T3}. Note=localizes to the nuclei of phialides and terminal cells of mature conidia (By similarity). {ECO:0000250|UniProtKB:I1S4T3}.
AO090003000857,,C0STD9,,abaA,Conidiophore development regulator abaA,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:I1S4T3}. Note=localizes to the nuclei of phialides and terminal cells of mature conidia (By similarity). {ECO:0000250|UniProtKB:I1S4T3}.
AO090009000502,aor:AO090009000502,O13415,5988881,areA,Nitrogen regulatory protein areA,SUBCELLULAR LOCATION: Nucleus.
AO090011000868,aor:AO090011000868,O13416,5998543,pyrG,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase),
AO090701000508,,P0CL54,,,Putative glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22) (S-(hydroxymethyl)glutathione synthase),
AO090010000746,aor:AO090010000746,P36914,5999830,glaA,"Glucoamylase (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)",
AO090038000395,aor:AO090038000395,P41756,5997416,pgkA,Phosphoglycerate kinase (EC 2.7.2.3),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P00560}. Mitochondrion {ECO:0000250|UniProtKB:P00560}.
AO090003000746,aor:AO090003000746,P57749,5991872,pgmA,Phosphoglucomutase (PGM) (EC 5.4.2.2) (Glucose phosphomutase),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P37012}.
AO090003001227,,P60205,,cmdA,Calmodulin (CaM),
AO090001000111,aor:AO090001000111,P87037,5990637,xlnB,"Probable endo-1,4-beta-xylanase B (Xylanase B) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase B) (Endo-1,4-beta-xylanase G1) (Xylanase G1)",SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16672490}.
AO090010000172,,P9WEZ5,,oryD,Histidinol dehydrogenase homolog oryD (EC 1.1.-.-) (Oryzines biosynthesis cluster protein D),
AO090001000733,aor:AO090001000733,Q00248,5991195,pdiA,Protein disulfide-isomerase (PDI) (EC 5.3.4.1),SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.
AO090003000962,aor:AO090003000962,Q06157,5992060,amdR,Acetamidase regulatory protein,SUBCELLULAR LOCATION: Nucleus.
AO090003001209,aor:AO090003001209,Q12558,5992274,agdA,Alpha-glucosidase (AGL) (EC 3.2.1.20) (Maltase),SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9C0Y4}.
AO090003000055,aor:AO090003000055,Q12560,,enoA,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
AO090124000074,,Q1XGE2,,hacA,Transcriptional activator hacA,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
AO090206000073,aor:AO090206000073,Q2PIT3,5998690,lap1,Leucine aminopeptidase 1 (EC 3.4.11.-) (Leucyl aminopeptidase 1) (LAP1),SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090206000067,aor:AO090206000067,Q2PIT8,5998685,,Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03218}.
AO090206000066,aor:AO090206000066,Q2PIT9,5998684,,Thymidylate synthase (EC 2.1.1.45),
AO090206000040,aor:AO090206000040,Q2PIW2,5998661,,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)",SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03219}.
AO090010000753,,Q2TW03,,pgxB,"Probable exopolygalacturonase B (EC 3.2.1.67) (Galacturan 1,4-alpha-galacturonidase B) (Poly(1,4-alpha-D-galacturonide)galacturonohydrolase B)",SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090010000684,,Q2TW69,,aglC,Probable alpha-galactosidase C (EC 3.2.1.22) (Melibiase C),SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090010000654,aor:AO090010000654,Q2TW91,5999749,,"1,3-beta-glucanosyltransferase (EC 2.4.1.-)","SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004609, ECO:0000256|RuleBase:RU361209}; Lipid-anchor, GPI-anchor {ECO:0000256|ARBA:ARBA00004609, ECO:0000256|RuleBase:RU361209}."
AO090010000587,aor:AO090010000587,Q2TWF1,5999689,,Dihydromonacolin L monooxygenase LovA (EC 1.14.14.124) (EC 1.14.14.125) (Dihydromonacolin L hydroxylase) (Lovastatin biosynthesis cluster protein A) (Monacolin L hydroxylase),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004648}.
AO090010000579,aor:AO090010000579,Q2TWF6,5999684,,Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase),SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03210}.
AO090010000505,aor:AO090010000505,Q2TWM0,,,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1)","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004443, ECO:0000256|RuleBase:RU361237}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004443, ECO:0000256|RuleBase:RU361237}; Matrix side {ECO:0000256|ARBA:ARBA00004443, ECO:0000256|RuleBase:RU361237}."
AO090010000484,aor:AO090010000484,Q2TWN8,5999602,rhgB,Probable rhamnogalacturonase B (RGase B) (RHG B) (EC 3.2.1.171),SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090010000476,,Q2TWP5,5999595,she9,"Sensitive to high expression protein 9 homolog, mitochondrial",SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
AO090010000463,aor:AO090010000463,Q2TWQ7,5999583,,UDP-glucose 4-epimerase (EC 5.1.3.2),
AO090010000314,aor:AO090010000314,Q2TX26,5999464,celB,"Endo-beta-1,4-glucanase celB (Endoglucanase celB) (EC 3.2.1.4) (Carboxymethylcellulase celB) (Cellulase B)",SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
AO090010000207,,Q2TXB8,,gpi14,GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14),SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
